Flight_ID,Airline,Source,Destination,Departure_Date,Departure_Time,Arrival_Time,Duration,Total_Stops,Distance_km,Travel_Class,Days_Before_Departure,Season,Weekday,Aircraft_Type,Booking_Channel,Passenger_Count,Price
FL155939,AirAsia India,Jaipur Airport,Hyderabad,2025-03-08,14:45,6:18 PM,3h 33m,1,1126.7,,8,Summer,,Boeing 737,Website,1,8033.66
FL163175,SpiceJet,Ahmedabad,,2025-02-21,5:45 PM,7:26 PM,1h 41m,0,926.8,Premium Economy,42,Winter,Friday,Airbus A321,Mobile App,2,7026.72
FL181735,Singapore Airlines,New York,BKK,2025-05-11,5:15 AM,11:44 PM,1110 min,non-stop,14037.8,Business,35,Summer,Sunday,Airbus A380,Third-Party,4,200000
FL186473,Air India,Chennai Airport,Delhi,2026-08-08,8:30 PM,23:22,2h 52m,0,1849.8,Business,5,Monsoon,Saturday,Airbus A321,Travel Agent,1,25000
FL159605,SpiceJet,Ahmedabad,Chennai,2025-05-12,6:25 PM,22:02,3h 38m,1,1439.7,Economy,30,Summer,Monday,Airbus A320,Mobile App,1,7023.46
FL183611,Singapore Airlines,Pune Airport,Frankfurt,2025-02-02,11:05,20:14,9h 10m,non-stop,6757.6,Economy,25,Winter,Sunday,Airbus A320,Website,one,70530.78
FL186734,Thai Airways,Singapore,Bangalore,2026-07-15,19:30,01:14,5h 44m,1 stop,3260.7,Economy,32,Monsoon,Wednesday,Airbus A320,Mobile App,3,36944.82
FL168666,Singapore Airlines,Bangkok Airport,DOH,2025-05-11,10:40 AM,7:33 PM,8h 53m,1 stop,5335.6,Economy,5,Summer,Sunday,Airbus A320,Airport Counter,1,85595.63
FL184834,Etihad Airways,Doha,Kolkata,2026-06-30,6:15 PM,01:04,,1 stop,,Economy,10,Monsoon,Tuesday,Boeing 777,,,44305.79
FL158391,Emirates,Doha,Kolkata,2025-04-24,22:20,4:00 AM,5h 41m,0,4038.9,Economy,2 days,Summer,Thursday,Airbus A320,Travel Agent,1,99902.51
FL157254,air india,Pune,Jaipur,2025-04-10,03:25,06:47,3h 23m,1 stop,953.9,Economy,5,Summer,,Boeing 737,Website,2,7744.85
FL140324,Singapore Airlines,Singapore,Dubai,2026-08-03,15:30,11:35 PM,485 min,0,5917.0,Economy,0,Monsoon,Monday,Airbus A380,Mobile App,5,125138.55
FL105458,british airways,Doha,Sydney,2025-07-15,4:55 AM,21:44,1009 min,0,12730.2,Economy,18,Monsoon,Tuesday,Boeing 777,Third-Party,1,130733.9
FL155533,GoFirst,Hyderabad,Bangalore,2025-11-15,09:35,10:46,1h 11m,non-stop,533.8,Premium Economy,28,Autumn,Saturday,ATR 72,Third-Party,2,4433.66
FL163345,vistara,,DEL,2025-04-08,07:10,10:59 AM,3h 49m,,1757.0,Economy,26 days,Summer,Tuesday,ATR 72,Website,1,"Rs. 7,718.87"
FL109851,Etihad Airways,Hyderabad Airport,Frankfurt,2026-08-02,8:25 AM,20:13,11h 49m,1 stop,7585.4,Premium Economy,1,Monsoon,Sunday,Boeing 787 Dreamliner,Website,2,"Rs. 200,000.00"
FL175384,GoFirst,Mumbai,,2026-11-21,22:50,1:35 AM,2h 45m,1,864.4,Economy,89,Autumn,Saturday,Airbus A321,Website,3,"Rs. 3,026.75"
FL163870,lufthansa,,London,2025-01-16,00:00,12:47,12h 48m,1,8347.9,Economy,33,Winter,Thursday,Airbus A380,Website,2,77474.91
FL128410,Singapore Airlines,Goa,Doha Airport,,1:35 PM,8:06 PM,6h 32m,2 stops,2625.7,Economy,165,Monsoon,Tuesday,Boeing 777,Mobile App,2,16855.74
FL182925,THAI AIRWAYS,Hyderabad,Frankfurt,2026-05-11,07:10,18:21,11h 11m,,7227.4,First,29,Summer,Monday,Airbus A380,Travel Agent,1,200000
FL153312,Emirates,JFK,Bangalore,2025-09-22,2:30 AM,22:42,20h 13m,1,14233.5,Economy,120,Monsoon,Monday,Boeing 787 Dreamliner,Mobile App,,120840.34
FL143563,British Airways,Singapore Airport,CCU,2026-09-02,10:50,3:16 PM,4h 26m,,3071.1,Economy,31,Monsoon,Wednesday,Airbus A320,Mobile App,2,31407.44
FL110274,Singapore Airlines,Delhi,Bangkok,,09:15,14:50,5h 35m,1,3094.3,Premium Economy,5,Winter,Wednesday,Boeing 777,Travel Agent,1,52078.07
FL194158,AIR INDIA,Mumbai,Kolkata,2025-09-21,,13:43,2h 43m,0,1729.5,Economy,24,Monsoon,Sunday,Airbus A321,Website,1,12746.48
FL193514,Qatar Airways,Dubai Airport,Chennai,2026-06-01,05:45,10:05 AM,4h 21m,0,2998.0,Economy,7,Monsoon,Monday,,Website,1,31051.87
FL108572,British Airways,SYD,Bangkok,2026-01-11,17:55,04:23,10.47,0,7774.9,Economy,9,Winter,Sunday,Airbus A320,Third-Party,2,"Rs. 93,389.99"
FL177563,British Airways,Chennai,Bangkok,2025-02-24,13:30,19:32,362 min,2,2208.7,Premium Economy,81,Winter,Monday,Boeing 787 Dreamliner,Mobile App,3,18917.37
FL171245,British Airways,Bangalore,Sydney,2026-09-03,06:30,7:08 PM,12h 38m,0,,Economy,6,Monsoon,Thursday,Airbus A350,Airport Counter,1,133268.29
FL125089,Thai Airways,Delhi,London,2025-07-30,08:10,18:56,10h 47m,1,7158.4,Economy,6,Monsoon,Wednesday,Airbus A380,Travel Agent,2,76627.04
FL114613,Qatar Airways,Dubai,Pune,2026-10-06,01:10,4:20 AM,3h 10m,0,2080.6 km,Economy,57,Autumn,Tuesday,Airbus A350,Mobile App,1,15251.19
FL146877,Lufthansa,Mumbai,Sydney Airport,2025-01-24,15:40,06:01,14.36,0,10809.0,Business,62,Winter,Friday,Boeing 777,Mobile App,1,200000
FL184577,British Airways,Bangalore,Singapore,2026-04-10,11:40,16:23,4h 43m,non-stop,3293.7,Economy,41,Summer,Friday,Boeing 787 Dreamliner,Travel Agent,1,33394.41
FL178976,etihad airways,Dubai,Hyderabad,2025-02-15,11:30,3:16 PM,3h 47m,non-stop,2558.7,Economy,118,Winter,Saturday,Airbus A320,Mobile App,4,25173.46
FL188464,Qatar Airways,DXB,Kolkata,2026-07-31,9:15 PM,2:17 AM,5h 02m,0,3541.7,Premium Economy,7,Monsoon,Friday,Airbus A350,Third-Party,1,77396.76
FL128592,AirAsia India,Pune,Goa,2025-04-26,3:45 PM,18:27,2h 42m,1,362.9,Economy,5,Summer,Saturday,Boeing 737,Mobile App,1,2055.4
FL173480,Emirates,London,Pune,2025-05-15,01:05,11:09,10h 05m,0,7472.4,Economy,29,Summer,Thursday,Airbus A320,Website,1,81238.58
FL148246,Lufthansa,Delhi Airport,New York,2026-10-19,3:35 PM,8:46 AM,17h 11m,1,12147.4,Economy,10,Autumn,,Airbus A380,Travel Agent,2,145787.85
FL182445,Thai Airways,Jaipur,FRA,2026-01-11,22:40,,,2 stops,6309.3,Economy,2,Winter,Sunday,Boeing 777,Third-Party,1,99713.39
FL137523,AirAsia India,PNQ,Jaipur,2026-08-05,12:40 AM,02:28,1h 48m,0,1017.7,Economy,164,Monsoon,Wednesday,Boeing 737,Mobile App,1,4929.54
FL178182,Thai Airways,London,Bangkok,2026-02-21,05:00,17:51,12h 51m,0,9634.1,Business,1,Winter,Saturday,Airbus A320,Third-Party,6,200000
FL178495,SpiceJet,Delhi Airport,Chennai Airport,2025-07-18,9:20 AM,12:09 PM,169 min,0,1813.4,Economy,32,,Friday,ATR 72,Mobile App,2,8584.14
FL102723,Thai Airways,Jaipur,,2026-02-19,9:50 PM,07:48,9h 58m,1,6165.9,Economy,35,Winter,Thursday,Boeing 787 Dreamliner,Website,2,55821.66
FL170424,GoFirst,Kolkata,Jaipur,2026-01-21,11:45,15:37,3h 53m,1,1404.6,Economy,14,Winter,Wednesday,Airbus A321,Website,1,8850.85
FL124147,Indigo,,Goa,2026-10-12,02:15,04:29,134 min,non-stop,1352.9,Economy,17,Autumn,Monday,Boeing 737,Website,1,7064.96
FL121113,Lufthansa,New York Airport,BKK,2025-09-17,3:10 PM,10:06,18.93,0,14378.1,,18,Monsoon,Wednesday,Airbus A380,Mobile App,1,"Rs. 200,000.00"
FL167430,,Bangalore,Mumbai Airport,2026-06-25,22:40,2:04 AM,3.41,1,879.9,Economy,38,Monsoon,Thursday,ATR 72,Third-Party,1,3159.56
FL101018,GoFirst,,Pune,2025-06-24,8:20 PM,11:52 PM,3h 32m,1,1251.1,Economy,,,Tuesday,ATR 72,Website,5,
FL116205,THAI AIRWAYS,Bangkok,Singapore,2026-11-28,12:15 AM,04:05,231 min,1,1492.6,Economy,19,Autumn,Saturday,Boeing 777,Third-Party,2,15196.02
FL160244,Singapore Airlines,Singapore,Jaipur,2025-05-25,09:55,3:50 PM,5h 55m,non-stop,4230.1,Economy,7,Summer,Sunday,Airbus A350,Mobile App,1,78834.36
FL124259,Singapore Airlines,Singapore,Hyderabad,,07:15,12:06,4h 51m,0,3396.3,Economy,18,Monsoon,Wednesday,Airbus A320,Website,1,36882.62
FL119530,Thai Airways,SIN,,2025-12-26,01:55,05:28,3h 33m,1,1465.0,Premium Economy,13,Winter,Friday,Airbus A350,Third-Party,3,"Rs. 32,391.62"
FL190272,Emirates,New York Airport,Mumbai,2025-08-16,21:15,4:13 PM,18h 59m,1,13239.6,Business,15,,Saturday,Airbus A350,Website,4,200000
FL126447,Lufthansa,Dubai,New York,2025-09-16,,3:27 PM,16h 32m,1 stop,11688.1,Economy,136,Monsoon,Tuesday,Boeing 777,Third-Party,1,84262.51
FL126836,Emirates,,Bangalore,2025-03-08,1:40 PM,18:07,4.46,non-stop,3085.8,First,15,Summer,Saturday,Airbus A320,Mobile App,2,200000
FL155031,Qatar Airways,Jaipur Airport,Bangkok Airport,2025-10-17,8:15 PM,04:16,8h 02m,2 stops,3172.5,,73,Autumn,Friday,Boeing 777,Mobile App,2,
FL165578,British Airways,Dubai,Ahmedabad,2025-03-02,23:10,02:01,2h 52m,non-stop,1840.0,First,,Summer,Sunday,,Website,1,
FL186952,Air India,Ahmedabad,Jaipur,2026-04-05,3:20 AM,5:50 AM,2h 30m,1,567.3,Business,43,,Sunday,Airbus A320,Mobile App,,"Rs. 11,540.14"
FL165539,SpiceJet,Ahmedabad,Mumbai,2025-08-19,12:20 AM,1:23 AM,,0,441.5,Economy,2,Monsoon,Tuesday,Airbus A320,Website,3,3882.37
FL152570,SINGAPORE AIRLINES,,Sydney Airport,2025-04-24,13:50,12:15 PM,1345 min,,,Economy,16,Summer,Thursday,Boeing 787 Dreamliner,Website,1,186475.56
FL187814,Air India,New York,Mumbai,2026-01-14,03:50,21:28,1059 min,non-stop,13375.9,Business,39,Winter,Wednesday,Airbus A380,Mobile App,3,200000
FL144800,Singapore Airlines,Ahmedabad,Sydney,2026-05-26,22:35,12:45,14h 10m,0,10666.4,Economy,0,Summer,Tuesday,Airbus A320,Third-Party,1,200000
FL167301,British Airways,New York,Doha Airport,2025-08-11,09:00,02:16,17h 17m,2,10962.5,Economy,110,Monsoon,Monday,Airbus A380,Mobile App,3,73124.56
FL177721,,Chennai Airport,Pune,2025-08-19,16:00,,3h 16m,1,959.9,Economy,21,,Tuesday,Airbus A320,Third-Party,6,2939.04
FL155512,Qatar Airways,Doha,Goa,2026-10-19,18:30,10:25 PM,3h 56m,0,2671.8,Economy,,Autumn,Monday,Airbus A350,Travel Agent,1,25310.57
FL157048,Vistara,Pune,Bangalore,2026-10-09,7:05 PM,20:32,1h 28m,non-stop,751.9,Economy,,Autumn,Friday,Airbus A320,Website,1,4580.82
FL172134,Air India,Ahmedabad,BLR,2025-01-09,6:45 PM,20:55,2h 11m,non-stop,1308.3,Economy,36,Winter,Thursday,Airbus A320,,1,8154.11
FL110460,Thai Airways,New York,GOI,2026-12-30,21:15,3:27 PM,18h 12m,0,13811.1,Business,167,Winter,Wednesday,Airbus A320,Website,2,200000
FL120068,Qatar Airways,Bangkok,Pune,2025-09-26,,07:01,4.27,non-stop,2943.2,Business,21,Monsoon,Friday,Airbus A350,Mobile App,3,138954.88
FL154848,British Airways,JFK,Kolkata Airport,2025-04-06,19:35,1:37 PM,18h 03m,,13686.3,Economy,6,Summer,Sunday,Airbus A380,Mobile App,1,200000
FL117350,Air India,Ahmedabad,Kolkata,2026-01-24,10:10,12:50 PM,2h 40m,non-stop,1690.3,Business,1,Winter,Saturday,Airbus A320,Mobile App,5,948808.92
FL106111,British Airways,Frankfurt,,2026-02-18,06:30,18:59,12.49,0,9352.1,Economy,17,Winter,Wednesday,Boeing 787 Dreamliner,Mobile App,2,87814.64
FL170438,AirAsia India,Goa,Jaipur,2026-01-11,05:10,7:27 AM,2h 18m,0,1400.2,Premium Economy,43,Winter,Sunday,ATR 72,Website,2,14004.49
FL161268,Qatar Airways,SYD,Mumbai,,21:35,12:37 PM,15h 02m,1,10360.9,Economy,24,Monsoon,Monday,Airbus A350,Mobile App,2,101867.84
FL192635,Lufthansa,New York,Ahmedabad,2025-01-04,9:35 AM,2:30 AM,16h 55m,0,12805.0,Economy,158 days,Winter,Saturday,Airbus A320,Website,1,200000
FL177248,lufthansa,Jaipur,Bangkok,2026-04-04,06:30,11:03 AM,4h 34m,0,3171.6,Economy,3,Summer,Saturday,Boeing 787 Dreamliner,Mobile App,,50963.75
FL184660,British Airways,Sydney Airport,Goa,2026-02-01,19:40,,15h 51m,1 stop,10591.5,Economy,15,Winter,Sunday,Airbus A380,Travel Agent,4,148003.97
FL149481,SpiceJet,Chennai,Pune,2026-04-07,12:40 PM,16:41,4h 02m,2,979.8,Economy,17,,Tuesday,ATR 72,Website,1,3958.2
FL167819,Thai Airways,Pune,Singapore,2026-09-26,9:15 PM,02:58,5h 44m,0,4076.0,Economy,35,Monsoon,Saturday,Boeing 787 Dreamliner,Mobile App,3,31622.08
FL121326,British Airways,New York,Goa,2025-12-06,3:15 PM,10:33 AM,19h 19m,1 stop,13548.3,Economy,9,Winter,Saturday,Airbus A320,Mobile App,2,149643.2
FL112822,Air India,Mumbai,Hyderabad Airport,2025-03-14,04:15,05:33,1.31,non-stop,629.5,Economy,40,Summer,Friday,Airbus A320,Third-Party,4,4406.31
FL103462,QATAR AIRWAYS,London,Pune,2025-07-14,14:45,2:23 AM,11h 38m,1 stop,7621.7,First,169,Monsoon,Monday,Airbus A350,Third-Party,,200000
FL130094,AirAsia India,Goa,,2026-06-16,23:35,01:49,2h 15m,0,1362.9,Economy,17,Monsoon,Tuesday,,Website,1,
FL115914,Etihad Airways,Kolkata Airport,Doha,2026-09-08,14:55,8:21 PM,5h 26m,0,,Premium Economy,66,Monsoon,,Airbus A380,Travel Agent,1,37920.84
FL101830,British Airways,Kolkata,Sydney,,12:25 AM,14:18,13h 54m,,9168.2,Economy,7,Autumn,Saturday,Boeing 777,Website,2,129060.62
FL116049,Lufthansa,,Pune,,08:00,6:02 PM,10h 03m,0,7444.2,Economy,42,Summer,Saturday,Boeing 787 Dreamliner,Travel Agent,1,77476.61
FL194919,Thai Airways,Pune Airport,New York,2026-03-15,12:50 PM,7:17 AM,18h 28m,1,13104.0,First,7,Summer,,Airbus A320,Travel Agent,1,200000
FL147248,British Airways,Sydney,Mumbai,2026-01-13,17:55,10:58 AM,1023 min,2,10394.9,Premium Economy,0 days,Winter,Tuesday,Boeing 777,Website,2,
FL117320,SpiceJet,Ahmedabad,Pune Airport,2025-12-19,22:05,00:58,174 min,1,535.5,Premium Economy,167,Winter,Friday,ATR 72,Travel Agent,2,4248.21
FL139714,Thai Airways,Sydney,London,2025-11-13,,1:52 AM,23.37,non-stop,17840.0,Economy,123,Autumn,Thursday,Airbus A380,Website,1,160095.18
FL114729,Qatar Airways,London,Dubai,2025-11-26,05:45,14:50,9h 06m,1 stop,5613.4,Economy,75,Autumn,Wednesday,Airbus A380,Website,,33529.35
FL187669,Air India,Hyderabad,Mumbai,2026-10-01,20:00,9:17 PM,1h 18m,non-stop,622.2,Economy,,Autumn,,Airbus A321,Website,2,2958.08
FL193789,British Airways,Sydney Airport,Frankfurt Airport,2025-01-27,20:40,6:38 PM,21.98,0,16754.6,Economy,8,Winter,Monday,Boeing 777,Airport Counter,2,200000
FL150431,Indigo,Kolkata Airport,Hyderabad,2026-02-28,9:00 PM,00:21,3h 21m,1 stop,1231.0,Economy,,Winter,Saturday,Airbus A321,Third-Party,1,6715.36
FL192430,Vistara,Goa,Ahmedabad Airport,2026-06-07,00:25,03:19,2h 55m,1,877.2 km,Premium Economy,24,Monsoon,Sunday,,Mobile App,2,6568.28
FL101938,Thai Airways,Bangalore Airport,Frankfurt,2026-04-18,5:55 PM,06:57,13h 02m,2,7814.7,Economy,38,Summer,Saturday,Boeing 777,Third-Party,2,52851.85
FL187289,Vistara,MAA,Mumbai,,5:20 PM,19:11,1h 52m,0,1063.4,Premium Economy,9,,Sunday,Boeing 737,Website,2,13656.07
FL128957,Qatar Airways,Goa,London,2025-04-21,8:50 AM,21:43,12h 54m,2,7728.4,Premium Economy,35,Summer,Monday,Boeing 777,Mobile App,2,92623.48
FL191724,BRITISH AIRWAYS,London,Pune Airport,2026-02-20,21:25,07:48,10h 23m,non-stop,7714.5,Economy,8,Winter,Friday,Airbus A380,Website,2,133304.69
FL188681,Singapore Airlines,Goa,JFK,2026-01-03,22:35,4:33 PM,17h 59m,non-stop,13634.1,Economy,42,Winter,Saturday,Airbus A320,Website,2,200000
FL147602,SpiceJet,Pune,MAA,2026-01-09,4:20 PM,6:03 PM,1h 43m,non-stop,954.0,Economy,45,Winter,Friday,Airbus A320,,2,3667.92
FL179225,Thai Airways,Pune,London,2026-11-12,10:15 AM,23:15,780 min,2 stops,7427.2,Economy,31,Autumn,Thursday,Boeing 777,Mobile App,,49772.72
FL174392,Vistara,Delhi,Bangalore,2025-11-26,03:10,06:03,173 min,0,1859.1,Premium Economy,43,Autumn,Wednesday,ATR 72,Website,1,13909.62
FL114405,SpiceJet,Bangalore Airport,Hyderabad Airport,2025-08-25,2:20 AM,04:40,2h 20m,1,,Business,8,Monsoon,Monday,Boeing 737,Mobile App,2,
FL147340,British Airways,,Goa,2025-09-14,22:40,13:35,14h 56m,1,10056.5,Business,15,Monsoon,Sunday,Airbus A320,Mobile App,2,200000
FL182284,etihad airways,Doha Airport,Mumbai,2025-12-15,23:20,2:58 AM,3h 38m,0,2447.5,Economy,19,Winter,Monday,Airbus A380,Website,2,
FL118346,Etihad Airways,FRA,New York,2025-02-07,10:05,9:41 PM,11.61,2,6695.4,Premium Economy,10,Winter,Friday,Airbus A380,Website,2,101028.79
FL184147,Emirates,SYD,Doha,2025-04-04,09:10,03:00,17h 51m,1,12640.8,Economy,8,Summer,Friday,Airbus A350,Website,1,195528.83
FL135332,Qatar Airways,New York,Jaipur,2026-11-26,05:15,10:50 PM,17.60,1,12279.0,Economy,13,Autumn,Thursday,Boeing 787 Dreamliner,Third-Party,6,117699.36
FL140696,air india,Jaipur,HYD,2026-11-23,22:20,01:38,3h 19m,1,1126.1,Premium Economy,163 days,,Monday,Airbus A320,Website,,8816.5
FL174760,Lufthansa,Mumbai,Singapore,2026-10-31,4:25 AM,10:04,5h 40m,0,4028.5,Business,47,Autumn,Saturday,Airbus A380,Third-Party,1,118966.16
FL133680,Vistara,Frankfurt,Bangalore,2026-09-22,09:05,7:17 PM,10h 13m,0,7575.5,,5,Monsoon,Tuesday,Boeing 787 Dreamliner,Third-Party,,200000
FL160677,singapore airlines,Goa Airport,LHR,2026-12-12,5:10 PM,04:55,11h 45m,1,7612.3,Business,8,Winter,Saturday,Boeing 787 Dreamliner,Airport Counter,1,200000
FL162267,AirAsia India,Kolkata,Delhi,2026-08-28,04:15,06:31,2h 16m,non-stop,1381.6,First,22,Monsoon,Friday,ATR 72,Website,1,25000
FL121701,AirAsia India,Goa,Chennai,2025-06-14,11:15,12:42,1.46,,752.6,Economy,12 days,Monsoon,,Airbus A321,Airport Counter,2,4559.06
FL177504,SpiceJet,Chennai,,2025-03-24,09:55,1:17 PM,3.37,1,975.8,Economy,133,Summer,Monday,Boeing 737,Third-Party,2,3862.79
FL137002,Qatar Airways,New York,,2025-03-24,,14:38,19h 48m,1,13898.8,Economy,9,Summer,Monday,Airbus A380,Mobile App,3,186935.22
FL180641,Thai Airways,Doha,Bangalore,2025-07-30,10:15,14:53,4h 38m,0,3227.5,Business,37,Monsoon,Wednesday,Boeing 777,Mobile App,3,84300.44
FL134525,Vistara,Singapore,Ahmedabad Airport,2026-09-04,12:00,19:10,7h 11m,1,4228.6,First,,Monsoon,Friday,Airbus A350,,1,"Rs. 98,169.76"
FL184716,British Airways,Delhi,London,2026-06-15,4:40 PM,4:06 AM,687 min,1,7188.5,Economy,2,Monsoon,Monday,Airbus A320,Mobile App,2,74439.76
FL108497,Etihad Airways,Ahmedabad Airport,London,2026-08-27,3:15 AM,15:45,12h 30m,2,7162.7,Economy,22,Monsoon,Thursday,Airbus A380,Mobile App,1,63269.75
FL175159,SpiceJet,Pune,BOM,2026-05-15,4:20 PM,5:05 PM,0.75,0,150,Premium Economy,7,Summer,Friday,Airbus A320,Mobile App,1,2000
FL121830,Thai Airways,,Bangalore,2026-11-02,2:25 AM,14:56,12.52,1,8249.6,Economy,65,Autumn,Monday,Boeing 787 Dreamliner,Third-Party,1,
FL180670,Lufthansa,Ahmedabad,New York,2025-05-12,,11:09 PM,1064 min,1,12386.8,Premium Economy,23,Summer,Monday,Boeing 787 Dreamliner,Travel Agent,2,177429.43
FL187240,emirates,BKK,Ahmedabad Airport,2026-03-11,19:10,1:26 AM,6h 16m,1,3140.4,Economy,134,Summer,Wednesday,Boeing 787 Dreamliner,Travel Agent,3,28614.9
FL169366,SpiceJet,Chennai,Delhi,2025-12-23,,11:09 AM,3.91,1 stop,1758.0,Economy,21,Winter,Tuesday,Airbus A320,Travel Agent,5,11038.73
FL103769,Vistara,Jaipur,Delhi,2025-05-30,10:50 AM,11:39,49 min,0,252.0,Economy,108,Summer,Friday,Airbus A321,Mobile App,1,2000
FL186425,Emirates,DOH,Sydney,2026-08-11,11:25,04:40,17h 15m,0,13068.5,Economy,12,Monsoon,Tuesday,Airbus A350,Airport Counter,1,177333.59
FL197825,AirAsia India,Chennai Airport,Bangalore Airport,2025-01-25,16:15,5:07 PM,0h 52m,non-stop,291.6,Economy,11,Winter,Saturday,Airbus A320,Third-Party,2,2217.03
FL148117,Etihad Airways,Doha,Bangkok,2026-09-23,08:50,7:42 PM,10h 52m,2,5531.0,Economy,10,Monsoon,Wednesday,Airbus A380,Travel Agent,2,
FL136176,Thai Airways,Mumbai Airport,FRA,2025-06-11,11:35 AM,8:45 PM,9h 10m,,6761.2,Economy,21,Monsoon,Wednesday,Boeing 777,Travel Agent,4,81740.63
FL112379,Indigo,Bangalore Airport,Chennai,2026-08-04,12:00 PM,14:24,2h 24m,1,,Economy,37 days,,Tuesday,ATR 72,Website,3,2000
FL164903,British Airways,Sydney,Doha,2025-12-20,05:45,23:08,17.39,0,13170.7,Premium Economy,26,Winter,Saturday,Airbus A350,Mobile App,1,200000
FL181447,British Airways,DEL,BKK,2026-08-27,06:45,11:15 AM,4h 30m,0,3122.8,Economy,38,Monsoon,Thursday,Boeing 787 Dreamliner,Website,1,32779.97
FL124764,Lufthansa,Singapore,Bangalore,2025-05-23,,10:36 AM,396 min,1 stop,3407.1,Economy,6,Summer,Friday,Airbus A350,Third-Party,1,71120.06
FL163930,Indigo,Bangalore,Ahmedabad,2025-03-01,5:55 AM,08:06,2h 12m,non-stop,1323.1,Economy,29,Summer,Saturday,ATR 72,Website,,6153.49
FL164535,Air India,Dubai,Hyderabad,2025-02-06,22:20,3:52 AM,5h 32m,1 stop,2706.6,Business,,Winter,Thursday,Airbus A320,Website,1,55119.12
FL109470,Emirates,AMD,New York Airport,2025-03-31,5:10 PM,11:34,,1,12610.0,Economy,1,Summer,Monday,Boeing 777,Third-Party,4,200000
FL147573,AirAsia India,Jaipur,Delhi,2026-10-30,05:50,08:06,2h 16m,1 stop,246.1,Economy,48,Autumn,Friday,,Website,3,2000
FL107019,Vistara,Hyderabad Airport,Doha,2025-11-30,08:20,14:00,5h 40m,1 stop,3114.1,Economy,5,Autumn,Sunday,Boeing 787 Dreamliner,Third-Party,2,29691.12
FL114017,INDIGO,Ahmedabad,Jaipur,2026-03-11,08:45,09:57,,0,554.8,Economy,34,Summer,Wednesday,Airbus A321,Travel Agent,1,"Rs. 2,108.11"
FL180327,Indigo,BLR,Ahmedabad,2025-07-16,4:40 AM,10:18,5h 38m,2,1255.1 km,Economy,103,Monsoon,Wednesday,ATR 72,Airport Counter,1,3323.55
FL191406,British Airways,SIN,Ahmedabad,2025-11-03,01:30,,6h 02m,,4318.8,Economy,116,Autumn,Monday,Airbus A380,Website,1,53231.4
FL168816,air india,CCU,JAI,2025-09-05,,11:06 PM,2h 21m,non-stop,1448.8,Economy,8,Monsoon,Friday,Airbus A320,Website,5,10344.98
FL189084,Qatar Airways,Singapore,Hyderabad,2026-09-08,3:20 PM,21:52,393 min,1,3466.8,Economy,13,Monsoon,Tuesday,Airbus A380,Website,2,43226.06
FL178300,Singapore Airlines,Hyderabad,Dubai,2025-08-14,23:55,07:11,7.27,2,2692.7,Economy,120,,Thursday,Airbus A320,Website,2,15000
FL100903,Etihad Airways,Sydney,Singapore,2026-08-03,03:35,12:16,8h 41m,0,6386.6 km,Economy,179,Monsoon,Monday,Airbus A320,Third-Party,2,58398.37
FL175537,Air India,Kolkata,Bangalore,2025-08-18,12:45 PM,4:46 PM,4h 02m,1 stop,1623.9,Business,98,Monsoon,,ATR 72,Website,6,16563.27
FL195582,air india,Kolkata,Chennai,2026-06-30,17:05,20:59,,1,1407.3,Economy,132 days,Monsoon,Tuesday,Airbus A321,Website,1,4976.93
FL171954,AIR INDIA,Jaipur,Frankfurt,2026-03-19,18:35,3:33 AM,8h 59m,non-stop,6613.5,Premium Economy,,Summer,Thursday,Airbus A350,Mobile App,2,77687.08
FL166826,Lufthansa,Mumbai Airport,Frankfurt,2026-12-23,8:45 PM,07:15,10h 31m,1 stop,6630.9,,99,,Wednesday,Airbus A380,Third-Party,3,68049.01
FL196761,Qatar Airways,New York Airport,,2025-03-15,00:45,18:47,18h 02m,non-stop,13682.1,Economy,1,Summer,,Boeing 777,Website,5,200000
FL123508,Vistara,Pune,Doha,2025-05-02,,07:45,3h 50m,0,2603.0,Economy,21,Summer,Friday,Airbus A320,Mobile App,1,
FL162245,British Airways,Dubai,Delhi,2025-08-18,00:00,04:44,4h 44m,1,,Economy,12,Monsoon,Monday,Airbus A380,Website,2,23092.82
FL176693,British Airways,Kolkata,London,2026-04-16,8:15 AM,10:45 PM,14h 30m,2,8160.6,Economy,12,Summer,,Airbus A320,Mobile App,3,65323.62
FL104006,Thai Airways,Chennai Airport,Bangkok,2025-04-25,7:45 PM,00:39,4h 54m,1,2358.7,Premium Economy,2,Summer,Friday,Boeing 777,Mobile App,3,"Rs. 61,597.98"
FL161769,Thai Airways,Dubai,Kolkata,2026-07-22,11:50,16:57,5h 08m,non-stop,3609.6,Economy,0,Monsoon,Wednesday,Airbus A350,Travel Agent,2,59287.67
FL153670,ETIHAD AIRWAYS,Bangalore,London,2026-09-04,4:20 PM,4:30 AM,12h 11m,1 stop,8197.5,Economy,10,Monsoon,Friday,Boeing 787 Dreamliner,Travel Agent,1,96498.21
FL118452,Thai Airways,DXB,Ahmedabad,2025-01-28,02:20,05:06,2h 47m,non-stop,1777.2,Economy,15,Winter,Tuesday,Airbus A350,Travel Agent,2,21974.87
FL104343,Air India,Ahmedabad Airport,Kolkata,2026-11-29,07:25,11:18,,1,1674.5,Economy,,Autumn,Sunday,Boeing 737,Third-Party,4,10816.27
FL108334,Qatar Airways,Sydney,HYD,,,08:00,14h 16m,1,9696.6,Economy,11,Autumn,Sunday,Airbus A320,Mobile App,2,98517.96
